Sentence,Sentiment
exp work on the second leg of it revers run as it break anoth down trend and continu higher,positive
znga look for a test at resist point cc cfrazierjr fletchtrad trader,positive
the estonian electron compon factori elcoteq is run out of materi becaus of the closur of air traffic,negative
timberrrr tsla,negative
ism doe not disclos it financi result the daili said,neutral
saunalahti is a part of the elisa group,neutral
outotec headquart in espoo finland is a lead provid of process solut technolog and servic for the mine and metallurg industri,neutral
appl inc the rip-roar ralli is just beginning! aapl investorplac aapl,positive
as a result of the negoti the employ of blue - and white-collar employe at the oulu plant would be termin,negative
finnish scanfil a contract manufactur and system supplier for communic and industri electron report net sale of eur mn in the first half of down from eur mn a year earlier,negative
look at that amzn,positive
the compani said that it has start to investig streamlin it oper in order to meet the tighten competit on the mobil phone charger market,positive
lse-deutsch bã¶rse dealmak wrong to ignor brexit risk,negative
london s lead share today jump almost point or as the market open,positive
aldata to share space optim vision at apollo user group and categori manag associ confer compani will unveil new solut that combin busi intellig with space plan data at confer,neutral
etteplan target to employ at least peopl in borlñng,positive
the omx helsinki end pct lower at and the omx helsinki was down pct at on bln eur turnov,negative
amzn reject that to the penni weak open and it goe rg within first min could have - point in it,negative
cargo traffic fell year-on-year to tonn in septemb,negative
the parti have agre to negoti definit distribut and licens agreement by the end of june,positive
we are sell an inform system develop busi to the finn,neutral
ep drop to eur from eur,neutral
finnish ship compani finnlin pretax loss total eur mn in the third quarter of compar to a profit of eur mn in the third quarter of,negative
in fiskar cash flow from oper activ amount to eurm up from eurm in the previous year,positive
at the end of march the group s order book was at eur mn up from the correspond period in,positive
octob - finnish environment manag compani lassila tikanoja oyj hel latv or lt said monday it expect it oper profit exclud non-recur item for the whole to be slight lower than in,negative
cargotec s share capit after the increas total euro,neutral
consolid pretax profit decreas by to eur mn from eur mn in,negative
our superior custom centric and expertis in digit servic set us apart from our competitor,positive
the group s oper loss was eur mn down from a profit of eur mn in,neutral
the recent troubl simpli make netel cheaper,negative
block lamp harri koskinen s light was introduc in and has been a bestsel ever sinc,positive
in the deal is like to bring save of eur mn-mn,positive
howev the order receiv dure the period under review fell by quarter-on-quart from the eur million record in the second quarter of,neutral
earn per share were higher at against a year befor and ahead of market consensus of eur,positive
howev the total order receiv will still be abov last year s level,positive
chang to the as-built model from the design were communic to the subcontractor to accommod them into the steel and grc fabric process,neutral
the compani is now intensifi it smelter oper and increas it annual product capac to tonn of copper,positive
finnish ship compani finnlin pretax loss total eur mn in the third quarter of compar to a profit of eur mn in the third quarter of,negative
uncommon weak snow condit in near everi market have affect our first quarter result chief execut roger talermo said,negative
cnp sell short posit on cnpclose for profit,positive
adpnew - aug - finnish media group ilkka-yhtyma oyj hel ilk said today it net profit fell on the year to eur million usd m in the first half of,negative
glaston s net profit for the third quarter of drop to mln euro mln from mln euro mln for the correspond period of,negative
found in strand associ which provid civil environment transport electr and mechan engin servic has employe at offic in wisconsin alabama illinoi indiana kentucki and ohio,neutral
the current refer grade instrument are challeng to oper due to their high price and complex for routin use,negative
