,Sentence,Sentiment
3614,in q may - finnish electr compon maker salcomp oy hel salv said today it turn to a net profit of eur m in the first quarter of versus a loss of eurm in the correspond period last year,positive
3615,the second variant offer complet final finish of ani select apart with foreign high qualiti materi finland denmark germani franc,neutral
3616,net profit in the same period in was xac million,neutral
3617,break week high time look great now ah babi post ige irdm ewbc phys ulta vnet biv,positive
3618,the repurchas shall decreas the distribut capit and reserv,neutral
3619,stx move off the bottom but still in bear market datasecur emc sndk wdc,negative
3620,the organ that is a member of the russian auto sector union mpra has becom activ sinc tikkurila acquir russian paint compani kraski tek in,neutral
3621,the new share entitl their holder to dividend for fiscal,neutral
3622,ebitda for the year improv to eurm as compar with eurm in,positive
3623,finnish talentum report it oper profit increas to eur mn in from eur mn in and net sale total eur mn up from eur mn,positive
3624,both oper profit and turnov for the three-month period increas respect from eur m and eur m as compar to the correspond period in,positive
3625,the bridg will be km long and is locat between anasmotet by the road e and the new traffic junction in marieholm by the road e,neutral
3626,finnish electron manufactur pkc group oyj omx helsinki pkcv said on wednesday decemb that it has complet the acquisit of man nutzfahrzeug ag s cabl har busi from man star truck buse spolka zoo in poland,positive
3627,veidekk headquart in oslo norway is a scandinavian construct and properti develop group with some employe in norway sweden and denmark with an annual turnov of nok bn,neutral
3628,to our member and partner the use of it will most be appar in the increas effici of the result servic observ perttu puro from tradeka,positive
3629,protalix is develop genet engin protein from plant cell,neutral
3630,decis are to be made as quick as possibl,neutral
3631,cat is hangin on my a thread click away from a cliff drop need follow through or snap-back on the vix,negative
3632,the incid happen at pm on avenu at road,neutral
3633,verizon and att accus of hurt rival,negative
3634,the chf is a great product,positive
3635,at cet arcelormitt had lost to eur on euronext pari come at the lead of the blue-chip faller,neutral
3636,the cooper with airbalt is expect to lead to the transfer of finncomm to the ownership of airbalt in time,neutral
3637,load up on bsx yesterdaylook good now still think way more upsid than downsid,positive
3638,the lemminkainen group headquart in helsinki finland oper in all sector of the construct industri civil engin build contract technic build servic and the build materi industri,neutral
3639,the power suppli dc power system and invert design and manufactur by efor and system incorpor them are use in mani differ applic,neutral
3640,pertti ervi is independ from the compani and it major sharehold,neutral
3641,in parallel teliasonera has decid to conduct a compulsori acquisit,neutral
3642,we cut our frequenc to new york last year which explain the fall he said,neutral
3643,mr ashley deputi execut chairman of sport direct sold a pc stake in the compani for more than pound m at the time of the float,neutral
3644,exel composit long-term growth prospect remain favour howev,positive
3645,by combin it exist solut into a singl platform comptel said that it has reduc the cost of deploy,positive
3646,shell share price standard life announc posit against bg acquisit,negative
3647,sab chairman dig in with board divid on inbev offer,neutral
3648,the compani said that sale in the three month to the end of march slid to eur m us m from eur m last year,negative
3649,trow ascend triangl give a bullish bias to this chart breakout abov will be posit,positive
3650,the total scope of the project is about squar metr and it is valu at a total of around eurm,neutral
3651,net interest incom increas by to eur mn from eur mn in,positive
3652,in addit the exist servic counter area in the recept hall will be rebuilt and access provid to local rail connect,neutral
3653,helsinki afx - kci konecran said it has rais it stake in mmh hold inc the owner of us-bas morri materi handl to pct from pct,positive
3654,a cut abov bring the outdoor in with these birch-branch coaster,neutral
3655,consolid oper profit from continu oper decreas by to eur mn from eur mn in,neutral
3656,the contract valu amount to eur million,neutral
3657,net sale of finnish food industri compani lñnnen tehtaat s continu oper increas by in to eur mn from eur mn in,positive
3658,the acquisit of kaupth sverig will bring a signific posit non-recur addit to the group s perform,positive
3659,adp news - nov - finnish electron measur product and solut maker vaisala oyj omx vaia said today that it net profit rose to eur million usd m for the first nine month of from eur,positive
3660,renesa mobil europ ltd has approxim employe in oulu,neutral
3661,self-servic and autom are in a bigger role now and fujitsu s global resourc will be exploit effect,positive
3662,- the group -¦ s profit befor tax was eur million,neutral
3663,the perman magnet generat and power convert are today the prefer solut in new wind turbin design the compani said,neutral
3664,finnish rautaruukki has been award a contract to suppli and instal steel superstructur for the partihallsfârbindelsen bridg in gothenburg in sweden,positive
