,Sentence,Sentiment
3075,stores March - Finnish stationery and gift retailer Tiimari HEL TIIV said yesterday that it will cut a total of jobs in its units Tiimari Retail Ltd and Gallerix Finland Ltd as a result of the closure of shops,negative
3076,The transaction is expected to be completed next spring,neutral
3077,The company expects its net sales for the whole to remain below the level,neutral
3078,Both operating profit and net sales for the -month period increased respectively from EUR m and EUR m as compared to,positive
3079,The company serves customers in various industries including process and resources industrial machinery architecture building construction electrical transportation electronics chemical petrochemical energy and information technology as well as catering and households,neutral
3080,Customers in a wide range of industries use our stainless steel and services worldwide,neutral
3081,The total number of voting rights is,neutral
3082,mr Bakman sees also expansion options on the Tallinn-Helisnki link claiming however that operating the link with only a single ship is not enough,neutral
3083,ZAGG getting readyTarget plus on a close over on better than avg daily Volume,positive
3084,The Finnish national carrier said net loss in April through June was euro million down from a net profit of euro million a year earlier,negative
3085,The EU Commission said earlier it had fined ThyssenKrupp United Technologies Corp s Otis Schindler AG and Kone Oyj a total of mln eur for alleged cartel activity in the lift market going back twelve years,negative
3086,Recently the company decided to build a second identical plant at the same site due to be commissioned toward the end of,neutral
3087,for vnoto to follow after a SELL signal by NDX internals technical SELL QQQ DOWN,negative
3088,Talentum s net sales in September were smaller than expected,neutral
3089,India s trade with Russia currently stands at four billion dollars growing per cent in fiscal,positive
3090,An EU law on the issue may be introduced around,neutral
3091,BIOC RSI extremely in longs favor looking at BIOC historically,positive
3092,Consolidated operating profit excluding one-off items was EUR mn up from EUR mn a year earlier,positive
3093,A broad range of connectivity options including G - HSPA and Wi-Fi gives consumers high speed access to the Internet,neutral
3094,Seven-month sales of Ragutis which is controlled by the Finnish brewery Olvi declined by percent to million liters and the company held percent of the market,neutral
3095,Its product portfolio comprises harvesters forwarders harvester heads as well as cranes and loaders,neutral
3096,YHOO About to break out on the -min,positive
3097,Digia will also set up two subsidiaries Digia Norway AS and Digia USA Inc,neutral
3098,The contract also includes cutting and edging wagon parts at Ruukki s steel service centres in Seinajoki and Raahe from where they will be delivered to VR for welding and assembly,neutral
3099,AB InBev attacks SABMiller bid rebuffal,negative
3100,efficiency improvement measures January - Finnish stationery and gift retailer Tiimari HEL TIIV said today that it will continue to improve its operational efficiency by focusing on its profitable core operations,positive
3101,It operates under three distinct brands United Supermarkets Market Street and United Supermercado,neutral
3102,Earnings per share EPS amounted to a loss of to EUR,negative
3103,The business had gross written premiums of EUR m m in a net combined ratio of and staff in total with offices in the UK Germany and Benelux,neutral
3104,ALEXANDRIA Va May -- Matti Harkonen and Pentti Sipponen both of Espoo Finland Osmo Suovaniemi of Helsinki Finland and Tapani Tiusanen of Vantaa Finland have developed a paper web press device,neutral
3105,Customers wave cards in front of the reader to make payments similar to touch and go cards used in transport systems,neutral
3106,BBRY nice bounce,positive
3107,However in March the government of St Petersburg passed the front part of the building with the area square metres and a land plot for a hotel worth USD -mn to the company Delta,neutral
3108,Pharmaceutical market in Belgium Global Research Data Services published recently a market analysis about the pharmaceutical markets in Belgium,neutral
3109,Marimekko Group s full-year net sales are estimated to increase by about,positive
3110,Her last position in Nokia Siemens Networks was head of Business Human Resources NSN global IT,neutral
3111,Wellness services will be important in the future,neutral
3112,Teleste expects to start the deliveries at the end of,neutral
3113,A total EUR m will be provided as secured senior three-year debt from the syndicate involving Pohjola Bank HEL POHS the Finnish arm of Nordea Bank AB STO NDA and Sampo Bank HEL SAMAS,neutral
3114,As reported June both circuits continued to alternately report the track as vacant and then occupied almost constantly from June when part of the track signaling device was replaced to the time of the crash according to the Metro source,neutral
3115,JNK Does not want to go down risk appetite still high,positive
3116,Product coverage baked goods biscuits breakfast cereals Data coverage market sizes historic and forecasts company shares brand shares and distribution data,neutral
3117,The closing of such transaction took place today,neutral
3118,AstraZeneca diabetes drug combination faces delay after FDA rebuff,negative
3119,The major part of the deliveries include different AC and CXE amplifier solutions and products by Belgian DINH Telecom a broadband solutions company acquired by Teleste in the spring of,neutral
